Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,Factory Latitude,Factory Longitude,Distance (km),Lead Time
420,ORD00420,2025-06-23,2025-06-29,Standard,CUST4370,USA,Houston,TX,10961,Chocolate,South,P349,Wonka Bar - Nutty Crunch Surprise,1638.49,296,539.36,1099.13,Lot's O' Nuts,32.881893,-111.768036,1424,6
421,ORD00421,2025-02-20,2025-02-22,Same Day,CUST8202,USA,Los Angeles,CA,18854,Chocolate,West,P683,Wonka Bar - Milk Chocolate,418.4,74,132.61,285.79,Wicked Choccy's,32.076176,-81.088371,526,2
422,ORD00422,2025-07-24,2025-07-26,Same Day,CUST8728,USA,New York,NY,89415,Sugar,East,P245,Hair Toffee,643.89,132,209.34,434.55,The Other Factory,35.1175,-89.971107,792,2
423,ORD00423,2025-12-25,2025-12-26,Same Day,CUST1080,USA,Chicago,IL,61420,Chocolate,Central,P679,Wonka Bar - Fudge Mallows,800.87,132,338.88,461.99,Lot's O' Nuts,32.881893,-111.768036,356,1
424,ORD00424,2025-02-18,2025-02-24,Standard,CUST1797,USA,Houston,TX,62688,Other,South,P346,Lickable Wallpaper,480.28,112,87.52,392.76,Secret Factory,41.446333,-90.565487,1093,6
425,ORD00425,2025-11-23,2025-12-01,Standard,CUST1298,USA,Houston,TX,72763,Other,South,P875,Kazookles,616.02,221,139.24,476.78,The Other Factory,35.1175,-89.971107,2378,8
426,ORD00426,2025-09-28,2025-10-02,Second,CUST9352,USA,New York,NY,60019,Chocolate,East,P102,Wonka Bar - Fudge Mallows,394.07,93,111.37,282.7,Lot's O' Nuts,32.881893,-111.768036,686,4
427,ORD00427,2025-10-15,2025-10-23,Standard,CUST9936,USA,New York,NY,90620,Chocolate,East,P397,Wonka Bar - Fudge Mallows,595.08,285,112.27,482.81,Lot's O' Nuts,32.881893,-111.768036,2158,8
428,ORD00428,2025-04-17,2025-04-25,Standard,CUST8503,USA,Chicago,IL,37362,Sugar,Central,P225,Nerds,65.15,22,21.84,43.31,Sugar Shack,48.11914,-96.18115,2393,8
429,ORD00429,2025-11-10,2025-11-12,Same Day,CUST2540,USA,Houston,TX,21513,Sugar,South,P847,Hair Toffee,218.4,54,63.67,154.73,The Other Factory,35.1175,-89.971107,552,2
430,ORD00430,2025-05-21,2025-05-28,Standard,CUST9095,USA,New York,NY,89485,Chocolate,East,P690,Wonka Bar - Milk Chocolate,513.48,164,140.7,372.78,Wicked Choccy's,32.076176,-81.088371,1605,7
431,ORD00431,2025-02-08,2025-02-12,Standard,CUST4504,USA,Houston,TX,78173,Sugar,South,P494,Laffy Taffy,92.23,32,35.14,57.09,Sugar Shack,48.11914,-96.18115,422,4
432,ORD00432,2025-01-12,2025-01-15,Second,CUST3212,USA,Chicago,IL,66462,Sugar,Central,P920,Nerds,160.42,40,28.75,131.67,Sugar Shack,48.11914,-96.18115,426,3
433,ORD00433,2025-08-15,2025-08-20,Second,CUST5923,USA,New York,NY,55676,Other,East,P129,Kazookles,618.04,140,160.77,457.27,The Other Factory,35.1175,-89.971107,1301,5
434,ORD00434,2025-08-15,2025-08-20,Standard,CUST8754,USA,Chicago,IL,91664,Sugar,Central,P956,Laffy Taffy,585.29,93,217.74,367.55,Sugar Shack,48.11914,-96.18115,764,5
435,ORD00435,2025-01-07,2025-01-11,First,CUST9912,USA,Los Angeles,CA,56765,Other,West,P935,Lickable Wallpaper,882.91,221,254.25,628.66,Secret Factory,41.446333,-90.565487,1122,4
436,ORD00436,2025-02-10,2025-02-16,Second,CUST6139,USA,New York,NY,65705,Sugar,East,P742,Laffy Taffy,655.46,282,118.74,536.72,Sugar Shack,48.11914,-96.18115,1503,6
437,ORD00437,2025-03-04,2025-03-12,Standard,CUST9821,USA,Los Angeles,CA,42106,Sugar,West,P517,Laffy Taffy,705.03,244,240.75,464.28,Sugar Shack,48.11914,-96.18115,2300,8
438,ORD00438,2025-05-28,2025-06-01,Second,CUST2938,USA,New York,NY,33105,Other,East,P725,Kazookles,76.69,16,24.12,52.57,The Other Factory,35.1175,-89.971107,993,4
439,ORD00439,2025-05-08,2025-05-13,First,CUST4427,USA,Houston,TX,94035,Sugar,South,P365,Nerds,479.68,184,85.4,394.28,Sugar Shack,48.11914,-96.18115,1701,5
440,ORD00440,2025-12-22,2025-12-26,Standard,CUST2096,USA,Houston,TX,80212,Other,South,P114,Fizzy Lifting Drinks,587.67,210,113.12,474.55,Sugar Shack,48.11914,-96.18115,378,4
441,ORD00441,2025-10-13,2025-10-18,Standard,CUST9360,USA,Los Angeles,CA,45842,Chocolate,West,P887,Wonka Bar - Fudge Mallows,351.99,67,130.48,221.51,Lot's O' Nuts,32.881893,-111.768036,682,5
442,ORD00442,2025-06-05,2025-06-11,Standard,CUST8289,USA,Houston,TX,22431,Sugar,South,P981,Nerds,862.92,212,328.18,534.74,Sugar Shack,48.11914,-96.18115,1144,6
443,ORD00443,2025-04-16,2025-04-20,First,CUST2746,USA,Chicago,IL,37377,Other,Central,P922,Kazookles,103.17,25,41.42,61.75,The Other Factory,35.1175,-89.971107,1421,4
444,ORD00444,2025-04-08,2025-04-10,First,CUST6111,USA,Los Angeles,CA,96667,Sugar,West,P369,Laffy Taffy,228.95,47,52.13,176.82,Sugar Shack,48.11914,-96.18115,140,2
445,ORD00445,2025-02-19,2025-02-26,Second,CUST4657,USA,New York,NY,18133,Chocolate,East,P166,Wonka Bar -Scrumdiddlyumptious,152.51,39,56.67,95.84,Lot's O' Nuts,32.881893,-111.768036,2071,7
446,ORD00446,2025-07-01,2025-07-04,First,CUST7051,USA,New York,NY,42983,Chocolate,East,P479,Wonka Bar - Triple Dazzle Caramel,730.82,196,171.15,559.67,Wicked Choccy's,32.076176,-81.088371,632,3
447,ORD00447,2025-03-26,2025-04-01,Standard,CUST1492,USA,Houston,TX,39357,Sugar,South,P764,Laffy Taffy,933.71,156,403.0,530.71,Sugar Shack,48.11914,-96.18115,1117,6
448,ORD00448,2025-05-04,2025-05-08,Same Day,CUST2631,USA,Houston,TX,96984,Chocolate,South,P486,Wonka Bar - Milk Chocolate,652.23,251,110.75,541.48,Wicked Choccy's,32.076176,-81.088371,1596,4
449,ORD00449,2025-01-16,2025-01-21,Second,CUST8535,USA,Los Angeles,CA,82784,Other,West,P828,Wonka Gum,827.16,251,175.6,651.56,Secret Factory,41.446333,-90.565487,1254,5
450,ORD00450,2025-09-06,2025-09-08,Same Day,CUST7976,USA,New York,NY,67706,Sugar,East,P162,Nerds,1695.22,255,724.25,970.97,Sugar Shack,48.11914,-96.18115,582,2
451,ORD00451,2025-07-04,2025-07-10,Standard,CUST1938,USA,Houston,TX,19373,Chocolate,South,P621,Wonka Bar - Fudge Mallows,1116.16,237,482.68,633.48,Lot's O' Nuts,32.881893,-111.768036,1189,6
452,ORD00452,2025-11-09,2025-11-16,Second,CUST9598,USA,Chicago,IL,17336,Chocolate,Central,P345,Wonka Bar - Milk Chocolate,633.31,202,274.74,358.57,Wicked Choccy's,32.076176,-81.088371,2405,7
453,ORD00453,2025-02-21,2025-02-24,First,CUST8551,USA,Houston,TX,27266,Sugar,South,P176,Fun Dip,207.44,52,67.38,140.06,Sugar Shack,48.11914,-96.18115,969,3
454,ORD00454,2025-04-16,2025-04-19,First,CUST2961,USA,Chicago,IL,72255,Other,Central,P593,Lickable Wallpaper,684.39,153,201.32,483.07,Secret Factory,41.446333,-90.565487,501,3
455,ORD00455,2025-01-13,2025-01-21,Standard,CUST4835,USA,Houston,TX,75404,Chocolate,South,P780,Wonka Bar - Triple Dazzle Caramel,980.73,250,176.41,804.32,Wicked Choccy's,32.076176,-81.088371,2208,8
456,ORD00456,2025-07-18,2025-07-21,First,CUST7024,USA,Houston,TX,96043,Other,South,P766,Fizzy Lifting Drinks,999.59,174,416.53,583.06,Sugar Shack,48.11914,-96.18115,694,3
457,ORD00457,2025-02-11,2025-02-18,Standard,CUST8192,USA,Houston,TX,28413,Chocolate,South,P959,Wonka Bar -Scrumdiddlyumptious,598.78,240,108.6,490.18,Lot's O' Nuts,32.881893,-111.768036,1977,7
458,ORD00458,2025-04-13,2025-04-19,First,CUST1206,USA,Los Angeles,CA,57175,Chocolate,West,P595,Wonka Bar - Milk Chocolate,173.14,43,65.43,107.71,Wicked Choccy's,32.076176,-81.088371,2489,6
459,ORD00459,2025-09-19,2025-09-23,Same Day,CUST4545,USA,New York,NY,35218,Chocolate,East,P953,Wonka Bar - Milk Chocolate,1102.2,261,271.83,830.37,Wicked Choccy's,32.076176,-81.088371,1630,4
460,ORD00460,2025-05-19,2025-05-24,First,CUST1520,USA,Houston,TX,63343,Sugar,South,P281,Nerds,813.79,125,321.62,492.17,Sugar Shack,48.11914,-96.18115,1970,5
461,ORD00461,2025-07-11,2025-07-19,Standard,CUST3536,USA,Chicago,IL,89631,Sugar,Central,P931,Laffy Taffy,328.25,92,135.41,192.84,Sugar Shack,48.11914,-96.18115,2428,8
462,ORD00462,2025-10-08,2025-10-13,Same Day,CUST2974,USA,Chicago,IL,45899,Chocolate,Central,P526,Wonka Bar - Triple Dazzle Caramel,513.17,207,131.42,381.75,Wicked Choccy's,32.076176,-81.088371,2401,5
463,ORD00463,2025-06-14,2025-06-21,Second,CUST2314,USA,Houston,TX,86754,Chocolate,South,P939,Wonka Bar -Scrumdiddlyumptious,108.82,39,33.96,74.86,Lot's O' Nuts,32.881893,-111.768036,2481,7
464,ORD00464,2025-12-05,2025-12-11,First,CUST5406,USA,Chicago,IL,63444,Sugar,Central,P197,Nerds,803.11,124,350.44,452.67,Sugar Shack,48.11914,-96.18115,2435,6
465,ORD00465,2025-05-29,2025-06-02,Standard,CUST3267,USA,Chicago,IL,65061,Chocolate,Central,P175,Wonka Bar - Nutty Crunch Surprise,181.98,46,79.75,102.23,Lot's O' Nuts,32.881893,-111.768036,171,4
466,ORD00466,2025-10-26,2025-11-01,First,CUST9690,USA,Chicago,IL,86846,Sugar,Central,P796,Fun Dip,270.68,69,90.2,180.48,Sugar Shack,48.11914,-96.18115,2200,6
467,ORD00467,2025-02-08,2025-02-14,Second,CUST5188,USA,Los Angeles,CA,94341,Other,West,P342,Lickable Wallpaper,532.31,139,125.63,406.68,Secret Factory,41.446333,-90.565487,1885,6
468,ORD00468,2025-12-25,2025-12-27,First,CUST6375,USA,Los Angeles,CA,11259,Sugar,West,P555,SweeTARTS,177.01,39,57.65,119.36,Sugar Shack,48.11914,-96.18115,400,2
469,ORD00469,2025-06-16,2025-06-23,Second,CUST4393,USA,Los Angeles,CA,81112,Sugar,West,P518,Nerds,637.93,129,128.96,508.97,Sugar Shack,48.11914,-96.18115,2006,7
470,ORD00470,2025-12-29,2026-01-04,Second,CUST6978,USA,Houston,TX,26720,Sugar,South,P327,SweeTARTS,711.4,194,236.06,475.34,Sugar Shack,48.11914,-96.18115,1618,6
471,ORD00471,2025-01-19,2025-01-22,First,CUST7894,USA,Houston,TX,94720,Sugar,South,P179,Everlasting Gobstopper,719.88,271,221.24,498.64,Secret Factory,41.446333,-90.565487,563,3
472,ORD00472,2025-10-05,2025-10-11,First,CUST6152,USA,Chicago,IL,32992,Sugar,Central,P930,Nerds,750.81,192,297.16,453.65,Sugar Shack,48.11914,-96.18115,2463,6
473,ORD00473,2025-07-09,2025-07-15,Second,CUST4342,USA,New York,NY,93176,Sugar,East,P354,Nerds,447.44,69,177.91,269.53,Sugar Shack,48.11914,-96.18115,1713,6
474,ORD00474,2025-11-29,2025-12-03,First,CUST8453,USA,Houston,TX,97278,Sugar,South,P996,Hair Toffee,331.01,140,63.82,267.19,The Other Factory,35.1175,-89.971107,1332,4
475,ORD00475,2025-11-01,2025-11-04,Second,CUST1476,USA,New York,NY,19181,Other,East,P917,Lickable Wallpaper,1100.32,283,384.15,716.17,Secret Factory,41.446333,-90.565487,161,3
476,ORD00476,2025-01-03,2025-01-09,Standard,CUST4872,USA,Houston,TX,12531,Chocolate,South,P124,Wonka Bar - Nutty Crunch Surprise,276.36,98,73.02,203.34,Lot's O' Nuts,32.881893,-111.768036,1119,6
477,ORD00477,2025-03-18,2025-03-23,Standard,CUST6245,USA,New York,NY,48242,Chocolate,East,P527,Wonka Bar - Fudge Mallows,884.73,250,300.13,584.6,Lot's O' Nuts,32.881893,-111.768036,912,5
478,ORD00478,2025-01-29,2025-02-02,First,CUST2038,USA,Chicago,IL,91795,Sugar,Central,P153,Hair Toffee,152.68,52,40.36,112.32,The Other Factory,35.1175,-89.971107,1464,4
479,ORD00479,2025-06-24,2025-06-29,Second,CUST1839,USA,Los Angeles,CA,30174,Sugar,West,P959,Hair Toffee,953.32,266,227.28,726.04,The Other Factory,35.1175,-89.971107,1446,5
480,ORD00480,2025-01-09,2025-01-12,Same Day,CUST8740,USA,Chicago,IL,22348,Sugar,Central,P167,Hair Toffee,359.76,127,70.4,289.36,The Other Factory,35.1175,-89.971107,1308,3
481,ORD00481,2025-08-28,2025-09-03,Second,CUST8731,USA,Houston,TX,84059,Other,South,P545,Fizzy Lifting Drinks,663.02,128,271.84,391.18,Sugar Shack,48.11914,-96.18115,1952,6
482,ORD00482,2025-04-21,2025-04-28,Second,CUST5235,USA,New York,NY,75706,Chocolate,East,P533,Wonka Bar -Scrumdiddlyumptious,344.99,65,111.0,233.99,Lot's O' Nuts,32.881893,-111.768036,2485,7
483,ORD00483,2025-04-28,2025-05-02,Standard,CUST8442,USA,Los Angeles,CA,90572,Sugar,West,P296,Fun Dip,62.06,22,16.91,45.15,Sugar Shack,48.11914,-96.18115,226,4
484,ORD00484,2025-12-06,2025-12-11,Second,CUST8584,USA,Houston,TX,54418,Other,South,P946,Kazookles,323.42,143,62.01,261.41,The Other Factory,35.1175,-89.971107,1374,5
485,ORD00485,2025-09-25,2025-09-28,Same Day,CUST2460,USA,Los Angeles,CA,48464,Sugar,West,P150,Hair Toffee,425.98,166,153.88,272.1,The Other Factory,35.1175,-89.971107,1392,3
486,ORD00486,2025-11-19,2025-11-23,Second,CUST2959,USA,Houston,TX,76427,Sugar,South,P835,Laffy Taffy,472.52,135,114.18,358.34,Sugar Shack,48.11914,-96.18115,817,4
487,ORD00487,2025-06-09,2025-06-14,Same Day,CUST7341,USA,Los Angeles,CA,67317,Sugar,West,P595,Fun Dip,105.26,48,20.51,84.75,Sugar Shack,48.11914,-96.18115,2267,5
488,ORD00488,2025-06-12,2025-06-18,Second,CUST7089,USA,Los Angeles,CA,80121,Chocolate,West,P557,Wonka Bar - Fudge Mallows,1417.19,254,440.52,976.67,Lot's O' Nuts,32.881893,-111.768036,1941,6
489,ORD00489,2025-08-22,2025-08-27,Standard,CUST1612,USA,Los Angeles,CA,83078,Other,West,P232,Lickable Wallpaper,228.27,54,61.3,166.97,Secret Factory,41.446333,-90.565487,529,5
490,ORD00490,2025-12-03,2025-12-09,Standard,CUST6583,USA,Chicago,IL,67324,Chocolate,Central,P632,Wonka Bar - Fudge Mallows,260.84,45,97.44,163.4,Lot's O' Nuts,32.881893,-111.768036,1328,6
491,ORD00491,2025-01-27,2025-01-28,Same Day,CUST3212,USA,Houston,TX,79471,Chocolate,South,P209,Wonka Bar - Fudge Mallows,95.86,26,38.14,57.72,Lot's O' Nuts,32.881893,-111.768036,485,1
492,ORD00492,2025-09-30,2025-10-03,First,CUST7976,USA,New York,NY,54306,Sugar,East,P471,Hair Toffee,546.69,218,127.52,419.17,The Other Factory,35.1175,-89.971107,771,3
493,ORD00493,2025-03-01,2025-03-06,Same Day,CUST7335,USA,Houston,TX,71966,Chocolate,South,P331,Wonka Bar - Fudge Mallows,197.89,56,77.55,120.34,Lot's O' Nuts,32.881893,-111.768036,2360,5
494,ORD00494,2025-04-14,2025-04-18,Same Day,CUST9045,USA,Los Angeles,CA,24024,Chocolate,West,P988,Wonka Bar -Scrumdiddlyumptious,448.37,76,192.06,256.31,Lot's O' Nuts,32.881893,-111.768036,1710,4
495,ORD00495,2025-05-11,2025-05-14,Second,CUST3433,USA,Los Angeles,CA,90656,Other,West,P428,Wonka Gum,1304.61,272,577.54,727.07,Secret Factory,41.446333,-90.565487,213,3
496,ORD00496,2025-12-04,2025-12-07,First,CUST4796,USA,Houston,TX,85352,Sugar,South,P452,Laffy Taffy,441.11,224,73.54,367.57,Sugar Shack,48.11914,-96.18115,868,3
497,ORD00497,2025-06-17,2025-06-21,Standard,CUST5357,USA,Los Angeles,CA,57951,Chocolate,West,P408,Wonka Bar - Nutty Crunch Surprise,771.73,126,315.45,456.28,Lot's O' Nuts,32.881893,-111.768036,253,4
498,ORD00498,2025-05-26,2025-05-30,Same Day,CUST7726,USA,Los Angeles,CA,93337,Sugar,West,P888,Laffy Taffy,307.38,66,52.83,254.55,Sugar Shack,48.11914,-96.18115,1649,4
499,ORD00499,2025-03-19,2025-03-24,Standard,CUST7236,USA,Houston,TX,67277,Other,South,P959,Kazookles,567.66,167,211.44,356.22,The Other Factory,35.1175,-89.971107,802,5
500,ORD00500,2025-06-22,2025-06-29,Second,CUST6238,USA,Houston,TX,28230,Chocolate,South,P977,Wonka Bar - Triple Dazzle Caramel,153.23,38,63.43,89.8,Wicked Choccy's,32.076176,-81.088371,2308,7
501,ORD00501,2025-08-29,2025-09-01,Same Day,CUST4508,USA,New York,NY,54622,Sugar,East,P469,Hair Toffee,1463.76,246,613.68,850.08,The Other Factory,35.1175,-89.971107,1489,3
502,ORD00502,2025-06-17,2025-06-22,Standard,CUST7062,USA,New York,NY,19260,Chocolate,East,P729,Wonka Bar - Milk Chocolate,105.03,23,18.61,86.42,Wicked Choccy's,32.076176,-81.088371,584,5
503,ORD00503,2025-08-25,2025-08-30,Standard,CUST7194,USA,Chicago,IL,50616,Chocolate,Central,P753,Wonka Bar - Fudge Mallows,727.75,215,238.01,489.74,Lot's O' Nuts,32.881893,-111.768036,912,5
504,ORD00504,2025-06-09,2025-06-14,First,CUST9495,USA,Chicago,IL,18970,Sugar,Central,P595,Everlasting Gobstopper,704.17,190,146.87,557.3,Secret Factory,41.446333,-90.565487,1512,5
505,ORD00505,2025-04-17,2025-04-23,Standard,CUST3045,USA,Chicago,IL,95824,Sugar,Central,P682,Nerds,395.74,116,116.65,279.09,Sugar Shack,48.11914,-96.18115,1030,6
506,ORD00506,2025-03-09,2025-03-10,Same Day,CUST5767,USA,Chicago,IL,77527,Chocolate,Central,P907,Wonka Bar - Nutty Crunch Surprise,1199.27,229,284.0,915.27,Lot's O' Nuts,32.881893,-111.768036,196,1
507,ORD00507,2025-11-06,2025-11-12,Standard,CUST8101,USA,Los Angeles,CA,30675,Sugar,West,P489,Hair Toffee,138.13,39,58.28,79.85,The Other Factory,35.1175,-89.971107,1010,6
508,ORD00508,2025-06-17,2025-06-19,Same Day,CUST4060,USA,New York,NY,74392,Sugar,East,P659,Everlasting Gobstopper,984.94,164,332.37,652.57,Secret Factory,41.446333,-90.565487,926,2
509,ORD00509,2025-10-15,2025-10-21,Second,CUST2848,USA,New York,NY,84593,Other,East,P470,Lickable Wallpaper,321.44,94,137.35,184.09,Secret Factory,41.446333,-90.565487,1648,6
510,ORD00510,2025-01-12,2025-01-19,Second,CUST4524,USA,New York,NY,76951,Chocolate,East,P573,Wonka Bar - Nutty Crunch Surprise,1577.56,267,608.91,968.65,Lot's O' Nuts,32.881893,-111.768036,2168,7
511,ORD00511,2025-03-20,2025-03-24,Second,CUST5245,USA,Houston,TX,89187,Other,South,P382,Kazookles,1193.97,234,372.98,820.99,The Other Factory,35.1175,-89.971107,688,4
512,ORD00512,2025-11-18,2025-11-25,Second,CUST6573,USA,Chicago,IL,31683,Chocolate,Central,P866,Wonka Bar - Milk Chocolate,677.71,249,270.5,407.21,Wicked Choccy's,32.076176,-81.088371,2202,7
513,ORD00513,2025-09-22,2025-09-26,First,CUST4309,USA,Houston,TX,86744,Other,South,P838,Lickable Wallpaper,268.76,99,62.8,205.96,Secret Factory,41.446333,-90.565487,1050,4
514,ORD00514,2025-05-20,2025-05-22,Same Day,CUST1028,USA,New York,NY,68015,Sugar,East,P990,Hair Toffee,1065.88,227,200.39,865.49,The Other Factory,35.1175,-89.971107,984,2
515,ORD00515,2025-06-13,2025-06-15,Same Day,CUST9896,USA,New York,NY,54046,Chocolate,East,P518,Wonka Bar - Fudge Mallows,628.5,245,155.9,472.6,Lot's O' Nuts,32.881893,-111.768036,682,2
516,ORD00516,2025-03-24,2025-03-29,Second,CUST6079,USA,Houston,TX,31224,Other,South,P750,Lickable Wallpaper,765.45,219,241.74,523.71,Secret Factory,41.446333,-90.565487,1032,5
517,ORD00517,2025-04-09,2025-04-14,Standard,CUST7842,USA,Chicago,IL,72876,Chocolate,Central,P960,Wonka Bar - Milk Chocolate,426.68,171,116.97,309.71,Wicked Choccy's,32.076176,-81.088371,683,5
518,ORD00518,2025-08-30,2025-09-02,Same Day,CUST3369,USA,Chicago,IL,75558,Sugar,Central,P273,Nerds,853.16,275,304.57,548.59,Sugar Shack,48.11914,-96.18115,1234,3
519,ORD00519,2025-02-05,2025-02-10,First,CUST6498,USA,New York,NY,56136,Chocolate,East,P821,Wonka Bar - Milk Chocolate,620.48,216,242.24,378.24,Wicked Choccy's,32.076176,-81.088371,1670,5
520,ORD00520,2025-10-21,2025-10-28,Second,CUST8811,USA,Chicago,IL,56461,Sugar,Central,P621,Hair Toffee,751.67,290,312.02,439.65,The Other Factory,35.1175,-89.971107,2005,7
521,ORD00521,2025-03-22,2025-03-25,Same Day,CUST1064,USA,Chicago,IL,99980,Sugar,Central,P248,Everlasting Gobstopper,1511.81,293,594.43,917.38,Secret Factory,41.446333,-90.565487,1321,3
522,ORD00522,2025-10-30,2025-11-02,Same Day,CUST7594,USA,Los Angeles,CA,95314,Sugar,West,P286,Everlasting Gobstopper,506.61,122,219.89,286.72,Secret Factory,41.446333,-90.565487,1437,3
523,ORD00523,2025-11-12,2025-11-15,Second,CUST5500,USA,New York,NY,57637,Chocolate,East,P633,Wonka Bar - Triple Dazzle Caramel,901.2,175,285.83,615.37,Wicked Choccy's,32.076176,-81.088371,209,3
524,ORD00524,2025-09-30,2025-10-06,First,CUST6449,USA,New York,NY,43364,Other,East,P496,Kazookles,810.29,176,265.06,545.23,The Other Factory,35.1175,-89.971107,2348,6
525,ORD00525,2025-07-18,2025-07-25,Standard,CUST9830,USA,Los Angeles,CA,11572,Other,West,P382,Fizzy Lifting Drinks,185.11,44,79.2,105.91,Sugar Shack,48.11914,-96.18115,1617,7
526,ORD00526,2025-03-24,2025-03-30,First,CUST1974,USA,Los Angeles,CA,28426,Other,West,P250,Kazookles,415.22,203,99.68,315.54,The Other Factory,35.1175,-89.971107,2127,6
527,ORD00527,2025-08-12,2025-08-15,Second,CUST2754,USA,Houston,TX,28863,Chocolate,South,P664,Wonka Bar - Triple Dazzle Caramel,466.57,145,204.85,261.72,Wicked Choccy's,32.076176,-81.088371,335,3
528,ORD00528,2025-04-09,2025-04-15,Second,CUST7320,USA,New York,NY,65341,Sugar,East,P195,Fun Dip,173.4,30,72.3,101.1,Sugar Shack,48.11914,-96.18115,1877,6
529,ORD00529,2025-01-20,2025-01-25,Second,CUST1357,USA,Houston,TX,52966,Sugar,South,P825,Everlasting Gobstopper,110.77,53,23.86,86.91,Secret Factory,41.446333,-90.565487,1335,5
530,ORD00530,2025-03-24,2025-03-31,Standard,CUST4244,USA,Houston,TX,57269,Sugar,South,P223,Hair Toffee,195.62,64,70.67,124.95,The Other Factory,35.1175,-89.971107,1997,7
531,ORD00531,2025-07-29,2025-08-03,First,CUST1400,USA,Chicago,IL,98249,Other,Central,P822,Wonka Gum,541.62,139,178.08,363.54,Secret Factory,41.446333,-90.565487,1701,5
532,ORD00532,2025-03-19,2025-03-23,Second,CUST8299,USA,Houston,TX,79496,Other,South,P737,Kazookles,922.91,189,343.61,579.3,The Other Factory,35.1175,-89.971107,836,4
533,ORD00533,2025-10-22,2025-10-27,Same Day,CUST6521,USA,New York,NY,96532,Sugar,East,P505,Everlasting Gobstopper,77.26,17,32.57,44.69,Secret Factory,41.446333,-90.565487,2341,5
534,ORD00534,2025-09-22,2025-09-30,Standard,CUST3566,USA,Houston,TX,94690,Sugar,South,P104,Fun Dip,362.67,82,137.83,224.84,Sugar Shack,48.11914,-96.18115,2397,8
535,ORD00535,2025-12-28,2026-01-02,First,CUST7697,USA,New York,NY,53746,Sugar,East,P591,Fun Dip,507.51,106,197.49,310.02,Sugar Shack,48.11914,-96.18115,1796,5
536,ORD00536,2025-04-08,2025-04-13,First,CUST1070,USA,Houston,TX,86007,Other,South,P804,Fizzy Lifting Drinks,776.87,147,191.25,585.62,Sugar Shack,48.11914,-96.18115,1642,5
537,ORD00537,2025-03-23,2025-03-27,First,CUST2359,USA,Los Angeles,CA,74492,Sugar,West,P948,Laffy Taffy,1073.79,289,287.17,786.62,Sugar Shack,48.11914,-96.18115,1479,4
538,ORD00538,2025-02-12,2025-02-18,Second,CUST8000,USA,New York,NY,10572,Other,East,P189,Lickable Wallpaper,1298.18,222,461.68,836.5,Secret Factory,41.446333,-90.565487,1853,6
539,ORD00539,2025-05-22,2025-05-29,Standard,CUST5204,USA,Houston,TX,20663,Other,South,P847,Fizzy Lifting Drinks,299.62,68,94.57,205.05,Sugar Shack,48.11914,-96.18115,1641,7
540,ORD00540,2025-09-10,2025-09-14,Standard,CUST5553,USA,Los Angeles,CA,58563,Sugar,West,P310,Nerds,528.6,163,196.69,331.91,Sugar Shack,48.11914,-96.18115,246,4
541,ORD00541,2025-11-26,2025-12-01,First,CUST8745,USA,Chicago,IL,25545,Other,Central,P147,Kazookles,762.06,172,331.52,430.54,The Other Factory,35.1175,-89.971107,1968,5
542,ORD00542,2025-11-05,2025-11-07,First,CUST6760,USA,Houston,TX,93474,Sugar,South,P971,Hair Toffee,1684.85,286,728.93,955.92,The Other Factory,35.1175,-89.971107,319,2
543,ORD00543,2025-01-18,2025-01-24,First,CUST1563,USA,Houston,TX,38234,Sugar,South,P575,SweeTARTS,799.69,237,161.03,638.66,Sugar Shack,48.11914,-96.18115,2174,6
544,ORD00544,2025-06-25,2025-07-01,Standard,CUST2967,USA,Chicago,IL,94551,Other,Central,P290,Fizzy Lifting Drinks,642.41,104,237.65,404.76,Sugar Shack,48.11914,-96.18115,1291,6
545,ORD00545,2025-03-25,2025-03-28,First,CUST5099,USA,Los Angeles,CA,44021,Other,West,P162,Wonka Gum,556.46,124,223.55,332.91,Secret Factory,41.446333,-90.565487,772,3
546,ORD00546,2025-11-19,2025-11-21,First,CUST8267,USA,Houston,TX,37818,Chocolate,South,P200,Wonka Bar - Milk Chocolate,999.43,206,415.96,583.47,Wicked Choccy's,32.076176,-81.088371,358,2
547,ORD00547,2025-07-16,2025-07-18,First,CUST9683,USA,Chicago,IL,35681,Sugar,Central,P365,SweeTARTS,596.64,128,195.81,400.83,Sugar Shack,48.11914,-96.18115,347,2
548,ORD00548,2025-03-27,2025-04-01,First,CUST5388,USA,New York,NY,83822,Chocolate,East,P476,Wonka Bar -Scrumdiddlyumptious,444.2,80,144.42,299.78,Lot's O' Nuts,32.881893,-111.768036,1759,5
549,ORD00549,2025-06-25,2025-06-28,First,CUST3299,USA,Chicago,IL,75361,Chocolate,Central,P696,Wonka Bar - Fudge Mallows,249.17,58,108.86,140.31,Lot's O' Nuts,32.881893,-111.768036,764,3
550,ORD00550,2025-10-08,2025-10-13,Same Day,CUST4351,USA,Los Angeles,CA,70070,Chocolate,West,P226,Wonka Bar - Triple Dazzle Caramel,280.87,101,50.12,230.75,Wicked Choccy's,32.076176,-81.088371,2466,5
