Order ID,Row ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,Factory Latitude,Factory Longitude,Distance (km),Lead Time,Profit Margin (%),Sales per Unit,Cost per Unit,Distance Category,High Value Order,Route ID,Shipping Rate ($/km),Estimated Shipping Cost,Delivery Efficiency Score,Factory Order Count,Factory Workload,Current Factory,Simulated Factory,Simulated Distance (km),Predicted Shipping Cost,Predicted Lead Time,Lead Time Improvement,Shipping Cost Savings,Estimated Gross Profit,Profit Impact,Optimization Score,Recommendation,Priority,Scenario Confidence Score
ORD00662,662,2025-11-14,2025-11-19,0,CUST2698,USA,Chicago,IL,74485,0,0,P200,Wonka Bar - Nutty Crunch Surprise,179.24,43,61.02,118.22,0,32.881893,-111.768036,1776,5,34.04,4.17,2.75,3,0,Lot's O' Nuts_Central,0.8,1420.8,355.2,996,0,0,Secret Factory,1509.6,1207.68,5.005218743890439,-0.01,213.12,-1146.66,-1207.68,-177.6,Reallocate,Low,75.0
ORD00663,663,2025-09-16,2025-09-20,1,CUST5983,USA,New York,NY,15998,2,1,P720,SweeTARTS,61.4,22,22.03,39.37,2,48.11914,-96.18115,1870,4,35.88,2.79,1.79,3,0,Sugar Shack_East,1.1,2057.0,467.5,1676,0,2,Secret Factory,1589.5,1748.45,3.9964005877111783,0.0,308.55,-1726.42,-1748.45,-257.13,Reallocate,Low,75.0
ORD00664,664,2025-08-31,2025-09-02,0,CUST2695,USA,Chicago,IL,48793,1,0,P743,Kazookles,479.1,136,155.63,323.47,3,35.1175,-89.971107,111,2,32.48,3.52,2.38,2,0,The Other Factory_Central,0.8,88.8,55.5,681,1,3,Secret Factory,94.35,75.48,2.005895712188211,-0.01,13.32,80.15,-75.48,-11.11,Reallocate,Low,75.0
ORD00665,665,2025-10-06,2025-10-10,0,CUST1477,USA,New York,NY,66420,1,1,P571,Lickable Wallpaper,764.95,130,268.24,496.71,1,41.446333,-90.565487,1357,4,35.07,5.88,3.82,0,1,Secret Factory_East,0.8,1085.6,339.25,977,2,1,Secret Factory,1153.45,922.76,3.983023093528468,0.02,162.84,-654.52,-922.76,-135.69,Reallocate,Low,75.1
ORD00666,666,2025-11-21,2025-11-24,1,CUST1228,USA,Houston,TX,29373,1,2,P428,Kazookles,627.0,283,170.57,456.43,3,35.1175,-89.971107,1344,3,27.2,2.22,1.61,0,1,The Other Factory_South,1.1,1478.4,448.0,681,1,3,Secret Factory,1142.4,1256.64,3.0015818442642255,-0.0,221.76,-1086.07,-1256.64,-184.8,Reallocate,Low,75.0
ORD00667,667,2025-11-28,2025-12-01,2,CUST7245,USA,New York,NY,39676,2,1,P863,Hair Toffee,441.91,94,112.83,329.08,3,35.1175,-89.971107,226,3,25.53,4.7,3.5,2,0,The Other Factory_East,0.6,135.6,75.33,681,1,3,Secret Factory,192.1,115.26,2.9977092294356473,0.0,20.34,-2.43,-115.26,-16.95,Reallocate,Low,75.0
ORD00668,668,2025-05-07,2025-05-11,2,CUST6670,USA,Los Angeles,CA,30125,2,3,P922,Hair Toffee,934.54,234,281.66,652.88,3,35.1175,-89.971107,513,4,30.14,3.99,2.79,1,1,The Other Factory_West,0.6,307.8,128.25,681,1,3,Secret Factory,436.05,261.63,2.9977092294356473,1.0,46.17,20.03,-261.63,-37.98,Reallocate,Medium,80.0
ORD00669,669,2025-01-10,2025-01-15,0,CUST3001,USA,Houston,TX,31387,2,2,P958,Nerds,911.73,280,302.22,609.51,2,48.11914,-96.18115,1618,5,33.15,3.26,2.18,3,1,Sugar Shack_South,0.8,1294.4,323.6,1676,0,2,Secret Factory,1375.3,1100.24,3.9789235603840543,1.02,194.16,-798.02,-1100.24,-161.29,Reallocate,Medium,80.1
ORD00670,670,2025-12-15,2025-12-20,1,CUST7221,USA,New York,NY,27536,1,1,P410,Wonka Gum,120.87,42,23.6,97.27,1,41.446333,-90.565487,2343,5,19.53,2.88,2.32,3,0,Secret Factory_East,1.1,2577.3,468.6,977,2,1,Secret Factory,1991.55,2190.7,4.013990876497165,0.99,386.6,-2167.1,-2190.7,-321.66,Reallocate,Low,80.0
ORD00671,671,2025-09-17,2025-09-24,3,CUST2978,USA,New York,NY,38412,2,1,P257,Fun Dip,384.01,83,158.42,225.59,2,48.11914,-96.18115,1982,7,41.25,4.63,2.72,3,0,Sugar Shack_East,0.45,891.9,283.14,1676,0,2,Secret Factory,1684.7,758.12,7.003233455938611,-0.0,133.78,-599.7,-758.12,-111.49,Reallocate,Low,75.0
ORD00672,672,2025-01-28,2025-01-31,2,CUST8176,USA,Los Angeles,CA,93064,1,3,P634,Lickable Wallpaper,411.05,142,163.41,247.64,1,41.446333,-90.565487,104,3,39.75,2.89,1.74,2,0,Secret Factory_West,0.6,62.4,34.67,977,2,1,Secret Factory,88.4,53.04,2.9977092294356473,0.0,9.36,110.37,-53.04,-7.8,Reallocate,Low,75.0
ORD00673,673,2025-06-10,2025-06-14,2,CUST8340,USA,Los Angeles,CA,46128,1,3,P925,Wonka Gum,1158.05,211,480.55,677.5,1,41.446333,-90.565487,858,4,41.5,5.49,3.21,1,1,Secret Factory_West,0.6,514.8,214.5,977,2,1,Secret Factory,729.3,437.58,3.9920865563465107,0.01,77.22,42.97,-437.58,-64.34,Reallocate,Low,75.0
ORD00674,674,2025-03-19,2025-03-25,2,CUST2996,USA,Houston,TX,36436,0,2,P897,Wonka Bar - Triple Dazzle Caramel,525.76,134,92.04,433.72,4,32.076176,-81.088371,1623,6,17.51,3.92,3.24,3,0,Wicked Choccy's_South,0.6,973.8,270.5,670,1,4,Secret Factory,1379.55,827.73,5.0070998495564725,0.99,146.07,-735.69,-827.73,-121.23,Reallocate,Low,80.0
ORD00675,675,2025-02-20,2025-02-24,0,CUST9853,USA,New York,NY,30919,0,1,P553,Wonka Bar - Triple Dazzle Caramel,940.44,154,355.23,585.21,4,32.076176,-81.088371,1423,4,37.77,6.11,3.8,0,1,Wicked Choccy's_East,0.8,1138.4,355.75,670,1,4,Secret Factory,1209.55,967.64,3.983023093528468,0.02,170.76,-612.41,-967.64,-142.29,Reallocate,Low,75.1
ORD00676,676,2025-04-03,2025-04-08,0,CUST1109,USA,New York,NY,21969,0,1,P783,Wonka Bar - Fudge Mallows,326.76,92,141.06,185.7,0,32.881893,-111.768036,1746,5,43.17,3.55,2.02,3,0,Lot's O' Nuts_East,0.8,1396.8,349.2,996,0,0,Secret Factory,1484.1,1187.28,3.968802419074755,1.03,209.52,-1046.22,-1187.28,-174.08,Reallocate,Medium,80.2
ORD00677,677,2025-08-21,2025-08-26,2,CUST8366,USA,New York,NY,25297,2,1,P131,SweeTARTS,191.7,36,59.08,132.62,2,48.11914,-96.18115,1111,5,30.82,5.32,3.68,0,0,Sugar Shack_East,0.6,666.6,222.2,1676,0,2,Secret Factory,944.35,566.61,3.9920865563465107,1.01,99.99,-507.53,-566.61,-82.82,Reallocate,Medium,80.0
ORD00678,678,2025-10-28,2025-11-02,2,CUST9711,USA,Los Angeles,CA,57465,2,3,P816,SweeTARTS,1278.93,233,513.39,765.54,2,48.11914,-96.18115,1091,5,40.14,5.49,3.29,0,1,Sugar Shack_West,0.6,654.6,218.2,1676,0,2,Secret Factory,927.35,556.41,3.9920865563465107,1.01,98.19,-43.02,-556.41,-81.32,Reallocate,Medium,80.0
ORD00679,679,2025-05-30,2025-05-31,1,CUST4508,USA,Houston,TX,67245,1,2,P433,Wonka Gum,811.95,224,317.92,494.03,1,41.446333,-90.565487,374,1,39.16,3.62,2.21,2,1,Secret Factory_South,1.1,411.4,374.0,977,2,1,Secret Factory,317.9,349.69,1.002242700127834,-0.0,61.71,-31.77,-349.69,-51.42,Reallocate,Low,75.0
ORD00680,680,2025-06-05,2025-06-12,2,CUST2944,USA,Los Angeles,CA,68936,2,3,P164,Nerds,781.69,204,158.21,623.48,2,48.11914,-96.18115,2068,7,20.24,3.83,3.06,3,1,Sugar Shack_West,0.6,1240.8,295.43,1676,0,2,Secret Factory,1757.8,1054.68,5.997642499407235,1.0,186.12,-896.47,-1054.68,-154.6,Reallocate,Medium,80.0
ORD00681,681,2025-09-11,2025-09-14,1,CUST3564,USA,Chicago,IL,76997,1,0,P542,Fizzy Lifting Drinks,473.0,142,119.75,353.25,2,48.11914,-96.18115,1150,3,25.32,3.33,2.49,0,0,Sugar Shack_Central,1.1,1265.0,383.33,1676,0,2,Secret Factory,977.5,1075.25,2.010896668683005,0.99,189.75,-955.5,-1075.25,-157.63,Reallocate,Low,80.0
ORD00682,682,2025-06-25,2025-06-29,1,CUST2380,USA,New York,NY,61431,0,1,P775,Wonka Bar - Milk Chocolate,961.76,202,334.9,626.86,4,32.076176,-81.088371,1666,4,34.82,4.76,3.1,3,1,Wicked Choccy's_East,1.1,1832.6,416.5,670,1,4,Secret Factory,1416.1,1557.71,3.024695743167103,0.98,274.89,-1222.81,-1557.71,-228.59,Reallocate,Low,79.9
ORD00683,683,2025-03-07,2025-03-12,1,CUST5714,USA,Los Angeles,CA,87268,0,3,P589,Wonka Bar -Scrumdiddlyumptious,616.24,157,253.38,362.86,0,32.881893,-111.768036,2209,5,41.12,3.93,2.31,3,1,Lot's O' Nuts_West,1.1,2429.9,441.8,996,0,0,Secret Factory,1877.65,2065.42,4.001485024027505,1.0,364.48,-1812.04,-2065.42,-303.24,Reallocate,Medium,80.0
ORD00684,684,2025-11-24,2025-11-29,2,CUST1409,USA,Houston,TX,45996,1,2,P968,Fizzy Lifting Drinks,1417.9,266,438.69,979.21,2,48.11914,-96.18115,1140,5,30.94,5.33,3.68,0,1,Sugar Shack_South,0.6,684.0,228.0,1676,0,2,Secret Factory,969.0,581.4,3.9920865563465107,1.01,102.6,-142.71,-581.4,-85.0,Reallocate,Medium,80.0
ORD00685,685,2025-08-07,2025-08-10,0,CUST4220,USA,Chicago,IL,99439,2,0,P848,Fun Dip,77.28,20,23.86,53.42,2,48.11914,-96.18115,975,3,30.87,3.86,2.67,1,0,Sugar Shack_Central,0.8,780.0,325.0,1676,0,2,Secret Factory,828.75,663.0,3.0025574597928832,-0.0,117.0,-639.14,-663.0,-97.5,Reallocate,Low,75.0
ORD00686,686,2025-07-12,2025-07-17,2,CUST8444,USA,New York,NY,92997,0,1,P543,Wonka Bar - Fudge Mallows,443.13,113,156.48,286.65,0,32.881893,-111.768036,1370,5,35.31,3.92,2.54,0,0,Lot's O' Nuts_East,0.6,822.0,274.0,996,0,0,Secret Factory,1164.5,698.7,5.0098780207325015,-0.01,123.3,-542.22,-698.7,-102.76,Reallocate,Low,75.0
ORD00687,687,2025-02-05,2025-02-11,3,CUST8327,USA,Chicago,IL,64214,2,0,P777,Laffy Taffy,724.0,167,256.88,467.12,2,48.11914,-96.18115,1024,6,35.48,4.34,2.8,0,1,Sugar Shack_Central,0.45,460.8,170.67,1676,0,2,Secret Factory,870.4,391.68,5.0000098079598345,1.0,69.12,-134.8,-391.68,-57.1,Reallocate,Medium,80.0
ORD00688,688,2025-11-17,2025-11-22,2,CUST5096,USA,Chicago,IL,60530,2,0,P422,Laffy Taffy,1118.55,269,350.05,768.5,2,48.11914,-96.18115,1082,5,31.29,4.16,2.86,0,1,Sugar Shack_Central,0.6,649.2,216.4,1676,0,2,Secret Factory,919.7,551.82,3.9920865563465107,1.01,97.38,-201.77,-551.82,-80.65,Reallocate,Medium,80.0
ORD00689,689,2025-10-16,2025-10-24,3,CUST3607,USA,Chicago,IL,17380,2,0,P454,Nerds,673.7,271,126.96,546.74,2,48.11914,-96.18115,2146,8,18.85,2.49,2.02,3,1,Sugar Shack_Central,0.45,965.7,268.25,1676,0,2,Secret Factory,1824.1,820.84,7.003233455938611,1.0,144.86,-693.88,-820.84,-120.21,Reallocate,Medium,80.0
ORD00690,690,2025-09-13,2025-09-18,2,CUST9731,USA,New York,NY,20062,0,1,P143,Wonka Bar - Triple Dazzle Caramel,642.28,162,220.42,421.86,4,32.076176,-81.088371,1068,5,34.32,3.96,2.6,0,1,Wicked Choccy's_East,0.6,640.8,213.6,670,1,4,Secret Factory,907.8,544.68,3.9920865563465107,1.01,96.12,-324.26,-544.68,-79.6,Reallocate,Medium,80.0
ORD00691,691,2025-12-19,2025-12-23,2,CUST5946,USA,New York,NY,57378,2,1,P168,Hair Toffee,244.67,57,104.97,139.7,3,35.1175,-89.971107,948,4,42.9,4.29,2.45,1,0,The Other Factory_East,0.6,568.8,237.0,681,1,3,Secret Factory,805.8,483.48,3.9920865563465107,0.01,85.32,-378.51,-483.48,-71.1,Reallocate,Low,75.0
ORD00692,692,2025-03-05,2025-03-08,1,CUST7603,USA,Los Angeles,CA,91988,0,3,P844,Wonka Bar -Scrumdiddlyumptious,75.76,32,21.45,54.31,0,32.881893,-111.768036,1019,3,28.31,2.37,1.7,0,0,Lot's O' Nuts_West,1.1,1120.9,339.67,996,0,0,Secret Factory,866.15,952.77,2.010896668683005,0.99,168.13,-931.32,-952.77,-139.62,Reallocate,Low,80.0
ORD00693,693,2025-05-17,2025-05-20,1,CUST8426,USA,Los Angeles,CA,55556,0,3,P877,Wonka Bar - Triple Dazzle Caramel,363.13,105,82.85,280.28,4,32.076176,-81.088371,1054,3,22.82,3.46,2.67,0,0,Wicked Choccy's_West,1.1,1159.4,351.33,670,1,4,Secret Factory,895.9,985.49,2.010896668683005,0.99,173.91,-902.64,-985.49,-144.43,Reallocate,Low,80.0
ORD00694,694,2025-02-03,2025-02-08,1,CUST5480,USA,Houston,TX,79792,1,2,P341,Lickable Wallpaper,342.67,107,100.94,241.73,1,41.446333,-90.565487,2401,5,29.46,3.2,2.26,3,0,Secret Factory_South,1.1,2641.1,480.2,977,2,1,Secret Factory,2040.85,2244.94,4.997848677003352,0.0,396.16,-2144.0,-2244.94,-330.14,Reallocate,Low,75.0
ORD00695,695,2025-04-29,2025-05-04,0,CUST8061,USA,New York,NY,92896,2,1,P836,Everlasting Gobstopper,388.81,173,123.73,265.08,1,41.446333,-90.565487,1672,5,31.82,2.25,1.53,3,0,Secret Factory_East,0.8,1337.6,334.4,977,2,1,Secret Factory,1421.2,1136.96,3.990509807620237,1.01,200.64,-1013.23,-1136.96,-166.7,Reallocate,Medium,80.0
ORD00696,696,2025-10-21,2025-10-24,1,CUST6734,USA,Los Angeles,CA,83538,2,3,P878,Laffy Taffy,447.82,122,173.73,274.09,2,48.11914,-96.18115,1051,3,38.79,3.67,2.25,0,0,Sugar Shack_West,1.1,1156.1,350.33,1676,0,2,Secret Factory,893.35,982.68,2.010896668683005,0.99,173.42,-808.95,-982.68,-144.02,Reallocate,Low,80.0
ORD00697,697,2025-01-06,2025-01-07,1,CUST6161,USA,Los Angeles,CA,75257,2,3,P313,Nerds,120.06,25,45.74,74.32,2,48.11914,-96.18115,439,1,38.1,4.8,2.97,2,0,Sugar Shack_West,1.1,482.9,439.0,1676,0,2,Secret Factory,373.15,410.46,1.002242700127834,-0.0,72.44,-364.72,-410.46,-60.36,Reallocate,Low,75.0
ORD00698,698,2025-08-29,2025-08-30,1,CUST5243,USA,Houston,TX,48289,2,2,P781,SweeTARTS,466.9,121,186.73,280.17,2,48.11914,-96.18115,249,1,39.99,3.86,2.32,2,0,Sugar Shack_South,1.1,273.9,249.0,1676,0,2,Secret Factory,211.65,232.82,1.002242700127834,-0.0,41.08,-46.09,-232.82,-34.24,Reallocate,Low,75.0
ORD00699,699,2025-05-26,2025-05-28,1,CUST4239,USA,Houston,TX,50729,2,2,P507,Hair Toffee,1012.08,283,239.67,772.41,3,35.1175,-89.971107,943,2,23.68,3.58,2.73,1,1,The Other Factory_South,1.1,1037.3,471.5,681,1,3,Secret Factory,801.55,881.7,2.0003966669868927,-0.0,155.6,-642.03,-881.7,-129.66,Reallocate,Low,75.0
ORD00700,700,2025-06-28,2025-07-04,3,CUST5676,USA,New York,NY,25304,2,1,P482,Laffy Taffy,414.53,108,96.58,317.95,2,48.11914,-96.18115,1315,6,23.3,3.84,2.94,0,0,Sugar Shack_East,0.45,591.75,219.17,1676,0,2,Secret Factory,1117.75,502.99,5.999047563503864,0.0,88.76,-406.41,-502.99,-73.97,Reallocate,Low,75.0
ORD00701,701,2025-05-09,2025-05-15,3,CUST8454,USA,Houston,TX,47142,1,2,P883,Lickable Wallpaper,1096.65,273,404.95,691.7,1,41.446333,-90.565487,1342,6,36.93,4.02,2.53,0,1,Secret Factory_South,0.45,603.9,223.67,977,2,1,Secret Factory,1140.7,513.32,5.999047563503864,0.0,90.58,-108.37,-513.32,-75.49,Reallocate,Low,75.0
ORD00702,702,2025-04-24,2025-04-26,0,CUST8049,USA,Los Angeles,CA,44466,2,3,P450,Hair Toffee,618.99,179,247.82,371.17,3,35.1175,-89.971107,153,2,40.04,3.46,2.07,2,1,The Other Factory_West,0.8,122.4,76.5,681,1,3,Secret Factory,130.05,104.04,2.005895712188211,-0.01,18.36,143.78,-104.04,-15.31,Reallocate,Low,75.0
ORD00703,703,2025-09-20,2025-09-22,0,CUST7016,USA,Los Angeles,CA,54863,0,3,P222,Wonka Bar - Nutty Crunch Surprise,389.79,149,115.13,274.66,0,32.881893,-111.768036,155,2,29.54,2.62,1.84,2,0,Lot's O' Nuts_West,0.8,124.0,77.5,996,0,0,Secret Factory,131.75,105.4,2.005895712188211,-0.01,18.6,9.73,-105.4,-15.51,Reallocate,Low,75.0
ORD00704,704,2025-02-14,2025-02-17,1,CUST9475,USA,Houston,TX,15569,2,2,P451,Fun Dip,928.17,238,274.37,653.8,2,48.11914,-96.18115,1124,3,29.56,3.9,2.75,0,1,Sugar Shack_South,1.1,1236.4,374.67,1676,0,2,Secret Factory,955.4,1050.94,2.010896668683005,0.99,185.46,-776.57,-1050.94,-154.06,Reallocate,Low,80.0
ORD00705,705,2025-09-13,2025-09-20,2,CUST5227,USA,Los Angeles,CA,89735,2,3,P806,SweeTARTS,906.13,178,233.2,672.93,2,48.11914,-96.18115,2047,7,25.74,5.09,3.78,3,1,Sugar Shack_West,0.6,1228.2,292.43,1676,0,2,Secret Factory,1739.95,1043.97,5.997642499407235,1.0,184.23,-810.77,-1043.97,-153.02,Reallocate,Medium,80.0
ORD00706,706,2025-01-18,2025-01-23,2,CUST9775,USA,Houston,TX,99224,0,2,P954,Wonka Bar - Fudge Mallows,480.31,110,122.65,357.66,0,32.881893,-111.768036,1111,5,25.54,4.37,3.25,0,0,Lot's O' Nuts_South,0.6,666.6,222.2,996,0,0,Secret Factory,944.35,566.61,3.9920865563465107,1.01,99.99,-443.96,-566.61,-82.82,Reallocate,Medium,80.0
ORD00707,707,2025-12-07,2025-12-11,1,CUST7966,USA,Los Angeles,CA,77855,2,3,P587,Nerds,121.74,39,44.49,77.25,2,48.11914,-96.18115,1629,4,36.55,3.12,1.98,3,0,Sugar Shack_West,1.1,1791.9,407.25,1676,0,2,Secret Factory,1384.65,1523.12,3.000095247000665,1.0,268.78,-1478.63,-1523.12,-223.49,Reallocate,Medium,80.0
ORD00708,708,2025-02-13,2025-02-15,0,CUST9407,USA,New York,NY,79238,0,1,P278,Wonka Bar - Milk Chocolate,530.85,150,174.87,355.98,4,32.076176,-81.088371,268,2,32.94,3.54,2.37,2,0,Wicked Choccy's_East,0.8,214.4,134.0,670,1,4,Secret Factory,227.8,182.24,2.005895712188211,-0.01,32.16,-7.37,-182.24,-26.81,Reallocate,Low,75.0
ORD00709,709,2025-03-06,2025-03-12,2,CUST8704,USA,New York,NY,20355,1,1,P590,Lickable Wallpaper,559.4,165,222.2,337.2,1,41.446333,-90.565487,1640,6,39.72,3.39,2.04,3,0,Secret Factory_East,0.6,984.0,273.33,977,2,1,Secret Factory,1394.0,836.4,5.083928464611817,0.92,147.6,-614.2,-836.4,-122.54,Reallocate,Low,79.6
ORD00710,710,2025-01-11,2025-01-17,2,CUST9942,USA,Chicago,IL,75879,2,0,P220,Laffy Taffy,1284.38,261,311.49,972.89,2,48.11914,-96.18115,1508,6,24.25,4.92,3.73,3,1,Sugar Shack_Central,0.6,904.8,251.33,1676,0,2,Secret Factory,1281.8,769.08,5.0098780207325015,0.99,135.72,-457.59,-769.08,-112.61,Reallocate,Low,80.0
ORD00711,711,2025-06-22,2025-06-26,2,CUST6200,USA,Chicago,IL,57410,2,0,P801,Hair Toffee,252.21,86,101.2,151.01,3,35.1175,-89.971107,509,4,40.13,2.93,1.76,1,0,The Other Factory_Central,0.6,305.4,127.25,681,1,3,Secret Factory,432.65,259.59,2.9977092294356473,1.0,45.81,-158.39,-259.59,-37.67,Reallocate,Medium,80.0
ORD00712,712,2025-01-23,2025-01-31,3,CUST8583,USA,Chicago,IL,71810,0,0,P376,Wonka Bar - Fudge Mallows,888.5,162,267.46,621.04,0,32.881893,-111.768036,2315,8,30.1,5.48,3.83,3,1,Lot's O' Nuts_Central,0.45,1041.75,289.38,996,0,0,Secret Factory,1967.75,885.49,6.99197295125218,1.01,156.26,-618.03,-885.49,-129.72,Reallocate,Medium,80.0
ORD00713,713,2025-01-13,2025-01-19,0,CUST6640,USA,Los Angeles,CA,98775,1,3,P695,Lickable Wallpaper,360.09,106,71.44,288.65,1,41.446333,-90.565487,2332,6,19.84,3.4,2.72,3,0,Secret Factory_West,0.8,1865.6,388.67,977,2,1,Secret Factory,1982.2,1585.76,5.0207487994410585,0.98,279.84,-1514.32,-1585.76,-232.71,Reallocate,Low,79.9
ORD00714,714,2025-09-28,2025-10-02,3,CUST8999,USA,Houston,TX,67480,2,2,P709,SweeTARTS,116.68,32,20.21,96.47,2,48.11914,-96.18115,437,4,17.32,3.65,3.01,2,0,Sugar Shack_South,0.45,196.65,109.25,1676,0,2,Secret Factory,371.45,167.15,4.001990339078945,-0.0,29.5,-146.94,-167.15,-24.58,Reallocate,Low,75.0
ORD00715,715,2025-07-30,2025-08-01,0,CUST3239,USA,Los Angeles,CA,70464,2,3,P312,Everlasting Gobstopper,796.92,299,146.2,650.72,1,41.446333,-90.565487,219,2,18.35,2.67,2.18,2,1,Secret Factory_West,0.8,175.2,109.5,977,2,1,Secret Factory,186.15,148.92,2.005895712188211,-0.01,26.28,-2.72,-148.92,-21.9,Reallocate,Low,75.0
ORD00716,716,2025-01-15,2025-01-19,2,CUST1053,USA,Houston,TX,66982,2,2,P529,Hair Toffee,391.72,148,121.19,270.53,3,35.1175,-89.971107,700,4,30.94,2.65,1.83,1,0,The Other Factory_South,0.6,420.0,175.0,681,1,3,Secret Factory,595.0,357.0,3.9920865563465107,0.01,63.0,-235.81,-357.0,-52.5,Reallocate,Low,75.0
ORD00717,717,2025-10-27,2025-11-04,3,CUST9048,USA,New York,NY,32931,2,1,P248,Hair Toffee,99.84,31,21.94,77.9,3,35.1175,-89.971107,2141,8,21.98,3.22,2.51,3,0,The Other Factory_East,0.45,963.45,267.62,681,1,3,Secret Factory,1819.85,818.93,7.003233455938611,1.0,144.52,-796.99,-818.93,-119.93,Reallocate,Medium,80.0
ORD00718,718,2025-08-04,2025-08-11,2,CUST8532,USA,Chicago,IL,94866,1,0,P472,Lickable Wallpaper,442.19,152,113.06,329.13,1,41.446333,-90.565487,2162,7,25.57,2.91,2.17,3,0,Secret Factory_Central,0.6,1297.2,308.86,977,2,1,Secret Factory,1837.7,1102.62,6.005287751698004,0.99,194.58,-989.56,-1102.62,-161.66,Reallocate,Low,80.0
ORD00719,719,2025-04-21,2025-04-28,2,CUST6131,USA,New York,NY,39951,1,1,P226,Fizzy Lifting Drinks,172.29,80,48.97,123.32,2,48.11914,-96.18115,2220,7,28.42,2.15,1.54,3,0,Sugar Shack_East,0.6,1332.0,317.14,1676,0,2,Secret Factory,1887.0,1132.2,5.987635924247655,1.01,199.8,-1083.23,-1132.2,-166.0,Reallocate,Medium,80.0
ORD00720,720,2025-02-17,2025-02-20,2,CUST4456,USA,Chicago,IL,63472,0,0,P408,Wonka Bar - Nutty Crunch Surprise,1189.35,254,500.78,688.57,0,32.881893,-111.768036,241,3,42.11,4.68,2.71,2,1,Lot's O' Nuts_Central,0.6,144.6,80.33,996,0,0,Secret Factory,204.85,122.91,2.9977092294356473,0.0,21.69,377.87,-122.91,-18.08,Reallocate,Low,75.0
ORD00721,721,2025-12-15,2025-12-22,2,CUST6637,USA,Houston,TX,82821,1,2,P944,Lickable Wallpaper,1104.79,247,255.38,849.41,1,41.446333,-90.565487,2372,7,23.12,4.47,3.44,3,1,Secret Factory_South,0.6,1423.2,338.86,977,2,1,Secret Factory,2016.2,1209.72,6.999646480410856,0.0,213.48,-954.34,-1209.72,-177.9,Reallocate,Low,75.0
ORD00722,722,2025-08-14,2025-08-19,3,CUST6476,USA,Los Angeles,CA,94948,0,3,P632,Wonka Bar - Milk Chocolate,189.21,64,74.44,114.77,4,32.076176,-81.088371,960,5,39.34,2.96,1.79,1,0,Wicked Choccy's_West,0.45,432.0,192.0,670,1,4,Secret Factory,816.0,367.2,5.0000098079598345,-0.0,64.8,-292.76,-367.2,-54.0,Reallocate,Low,75.0
ORD00723,723,2025-10-29,2025-11-04,3,CUST1878,USA,Houston,TX,26905,1,2,P437,Lickable Wallpaper,58.8,13,23.25,35.55,1,41.446333,-90.565487,1201,6,39.54,4.52,2.73,0,0,Secret Factory_South,0.45,540.45,200.17,977,2,1,Secret Factory,1020.85,459.38,5.9784853561235245,0.02,81.07,-436.13,-459.38,-67.54,Reallocate,Low,75.1
ORD00724,724,2025-05-03,2025-05-10,3,CUST3415,USA,Chicago,IL,65947,2,0,P367,SweeTARTS,1255.3,297,424.19,831.11,2,48.11914,-96.18115,1870,7,33.79,4.23,2.8,3,1,Sugar Shack_Central,0.45,841.5,267.14,1676,0,2,Secret Factory,1589.5,715.28,7.003233455938611,-0.0,126.22,-291.09,-715.28,-105.19,Reallocate,Low,75.0
ORD00725,725,2025-01-09,2025-01-16,3,CUST8354,USA,Los Angeles,CA,32937,2,3,P706,Laffy Taffy,830.88,175,252.73,578.15,2,48.11914,-96.18115,1904,7,30.42,4.75,3.3,3,1,Sugar Shack_West,0.45,856.8,272.0,1676,0,2,Secret Factory,1618.4,728.28,7.003233455938611,-0.0,128.52,-475.55,-728.28,-107.1,Reallocate,Low,75.0
ORD00726,726,2025-10-17,2025-10-23,3,CUST5684,USA,Los Angeles,CA,70977,0,3,P789,Wonka Bar - Fudge Mallows,39.3,17,7.37,31.93,0,32.881893,-111.768036,1079,6,18.75,2.31,1.88,0,0,Lot's O' Nuts_West,0.45,485.55,179.83,996,0,0,Secret Factory,917.15,412.72,5.0000098079598345,1.0,72.83,-405.35,-412.72,-60.2,Reallocate,Medium,80.0
ORD00727,727,2025-08-18,2025-08-23,2,CUST8694,USA,New York,NY,68239,2,1,P496,Laffy Taffy,860.63,140,361.69,498.94,2,48.11914,-96.18115,1087,5,42.03,6.15,3.56,0,1,Sugar Shack_East,0.6,652.2,217.4,1676,0,2,Secret Factory,923.95,554.37,3.9920865563465107,1.01,97.83,-192.68,-554.37,-81.02,Reallocate,Medium,80.0
ORD00728,728,2025-02-28,2025-03-06,2,CUST8524,USA,Houston,TX,29020,0,2,P161,Wonka Bar - Fudge Mallows,1004.93,188,443.87,561.06,0,32.881893,-111.768036,1596,6,44.17,5.35,2.98,3,1,Lot's O' Nuts_South,0.6,957.6,266.0,996,0,0,Secret Factory,1356.6,813.96,5.0111993827008865,0.99,143.64,-370.09,-813.96,-119.21,Reallocate,Low,80.0
ORD00729,729,2025-12-07,2025-12-14,3,CUST3135,USA,Houston,TX,23065,2,2,P812,SweeTARTS,1540.96,252,666.4,874.56,2,48.11914,-96.18115,1923,7,43.25,6.11,3.47,3,1,Sugar Shack_South,0.45,865.35,274.71,1676,0,2,Secret Factory,1634.55,735.55,7.003233455938611,-0.0,129.8,-69.15,-735.55,-108.17,Reallocate,Low,75.0
